5000,,,
xwpvsi,17760,1.20184,5494
ncarkb,7189,1.20185,2700
uaydku,20189,1.20186,8495
snqkwbyvpk,19150,1.20187,9471
rhgnqrcxb,24493,1.20188,5987
lcpvagytnqqt,22020,1.20189,4256
fxsogtjhohdnh,7704,1.2019,7048
ixnvqkzrlxduk,12369,1.20191,713
lmhpfin,30261,1.20192,3800
kdnurpn,22039,1.20193,4285
qrisreytdmhczk,24617,1.20194,1335
txpb,9329,1.20195,7278
blotdnudijuawj,18790,1.20196,1127
adps,18116,1.20197,8528
hbivor,13166,1.20198,1450
jfinkksbvt,28344,1.20199,4837
ipafzsgtelwupa,23638,1.202,3923
mqjvuhy,26775,1.20201,4927
uehlthrs,2366,1.20202,4558
zbdskzwlcrokf,27766,1.20203,4094
pmrlqjclbdlai,15486,1.20204,7322
bzkwzqagcbyv,21905,1.20205,6509
ueavmoj,20299,1.20206,779
sceuaohrwkl,19528,1.20207,6815
lhnz,11692,1.20208,5773
hsmzlo,32576,1.20209,8925
bhabwifbsnf,8585,1.2021,874
zosx,12436,1.20211,670
qudvjl,19877,1.20212,5613
jcdbbxszrz,17755,1.20213,9672
xuobjrfp,13655,1.20214,1479
fqkuhqpe,8117,1.20215,3094
sscrxstxid,11272,1.20216,5015
ymjbvyiozx,29,1.20217,8899
wpdizm,28609,1.20218,3880
xajge,13870,1.20219,3261
wzdl,784,1.2022,5552
kzwlnxrmtoxfip,15792,1.20221,1279
axaqzqxil,25111,1.20222,8688
xgxahuy,16200,1.20223,1517
tjaawrkjrak,30708,1.20224,2119
rlsxpdhpegidr,16509,1.20225,6778
qupyqhiyfmnzr,18133,1.20226,56
ptgrvidxaqt,7403,1.20227,5095
iotenrmdijar,6339,1.20228,5075
rqjxw,13411,1.20229,4771
hkbrsxpajek,32320,1.2023,1626
leqzpbgxw,30896,1.20231,7840
uxozktxvstihq,17887,1.20232,5771
kmfntsyffqputj,23563,1.20233,5054
kznyfdf,28516,1.20234,2272
diyxnz,20476,1.20235,4885
eiavvguslopm,18080,1.20236,7583
kvpebftlaiukhd,9206,1.20237,7648
wqqotktea,5289,1.20238,7350
rwcomwjoqazwc,17376,1.20239,1681
lrigvcepayc,4893,1.2024,9138
ozrczjuqluck,5735,1.20241,6816
utpvlq,3248,1.20242,8586
qvxzwi,93,1.20243,2900
mnzfinsjgxcx,2840,1.20244,5052
dtqztecbnft,27541,1.20245,3283
lqwf,24251,1.20246,4774
pyvydr,27759,1.20247,9337
byfyd,22999,1.20248,6858
fussxe,24645,1.20249,8059
zhzfkbjuzrc,5312,1.2025,6423
wbqfvyz,9018,1.20251,8107
mzlrkworvkbb,15509,1.20252,4759
cuqbiktg,2549,1.20253,2622
bcbugsjallhp,20648,1.20254,1422
uqpteewodwxu,27752,1.20255,5769
pgjovafpplgiln,26799,1.20256,3512
lwjtipefbd,1543,1.20257,4139
ahdbeabpfi,28636,1.20258,4652
hvgybnbq,22479,1.20259,2014
ndiqcdyytkuar,10308,1.2026,2491
kytlbl,5279,1.20261,4267
cydualoncqooyx,17584,1.20262,4167
irjp,1513,1.20263,8840
zeppu,29834,1.20264,1709
kuzdpcfbe,19078,1.20265,9132
tlhehvmpnripys,21841,1.20266,4840
zfzzsmhwzi,10422,1.20267,9024
pogkqfszmgwt,30500,1.20268,5402
bdnhmhtkvgbscc,19561,1.20269,650
xjqgnl,6481,1.2027,9718
mscscbgzv,29154,1.20271,2011
zzpzwaxtj,31543,1.20272,6183
spbaczpsoeqogh,12542,1.20273,6601
mchfobuiiagt,8267,1.20274,8762
szxsowgs,807,1.20275,9903
jsfmfnw,18442,1.20276,1367
pvhoznlkn,22682,1.20277,6916
gvhytlcw,4212,1.20278,8607
fmkqcttj,6888,1.20279,9869
jqmzmfrgqcn,31569,1.2028,9798
oygwexk,31886,1.20281,5493
phjirxjhwnvaq,2297,1.20282,8303
uygknv,3071,1.20283,8794
gwpfsumnpvawnu,6508,1.20284,9861
gwznsorfhj,10458,1.20285,5389
uonpa,4900,1.20286,2350
soratqko,12530,1.20287,8322
cbyraq,22904,1.20288,9797
mecajtyxxspfti,30356,1.20289,815
adjjsqqlnufjd,24159,1.2029,8484
rpbmucywog,177,1.20291,1545
vumxgqhalfmy,546,1.20292,4411
hulurbzyztuxn,31918,1.20293,9156
sklwgyimtrmyi,17451,1.20294,4888
ddyhdw,23462,1.20295,7396
uzxmwm,27623,1.20296,9641
xhiyfobybx,10163,1.20297,5803
ychrh,24416,1.20298,7460
sbeb,186,1.20299,7607
enfgjfafibmril,24423,1.203,7059
rgfodxgkaho,18364,1.20301,8606
lpjmyb,9755,1.20302,3628
ufzwixzr,6520,1.20303,5507
ynrisunpzc,10702,1.20304,950
ntpggnekpm,8308,1.20305,2616
xiebrwidetnr,855,1.20306,3339
muwkxzuiv,14210,1.20307,8366
qaurgkfux,22070,1.20308,9166
hqacjtp,11218,1.20309,9577
gaunlstvfgoppa,26078,1.2031,3554
aorphq,17313,1.20311,4569
jcqnebck,23069,1.20312,6146
vwgtbf,20117,1.20313,4012
ojbjxhq,28046,1.20314,5411
yyoufyf,22673,1.20315,4947
dfswovgmadh,13352,1.20316,2179
ikzzg,26944,1.20317,256
zxkmqega,4466,1.20318,8406
peksrvo,17722,1.20319,819
kvhfk,18762,1.2032,379
cjvos,5127,1.20321,9428
cyksny,1472,1.20322,4924
jhtuboojz,2581,1.20323,1963
bbapfm,6373,1.20324,7193
abxmqctglieup,9805,1.20325,4167
difbm,19009,1.20326,7343
syqrsrrqgsy,21848,1.20327,3808
ysqjehywq,18640,1.20328,5287
ynyo,7852,1.20329,1540
jwtqphs,22517,1.2033,6445
jqxxkqckxmpcuu,4601,1.20331,2431
mhdqge,5320,1.20332,915
aylmml,11771,1.20333,8212
dwssdofdavp,2627,1.20334,9478
javqp,30168,1.20335,6117
agdr,17891,1.20336,3824
fsepanfftfbuoi,22376,1.20337,9964
xrrptckqw,13598,1.20338,1993
fzyxjofm,15878,1.20339,6388
jcol,29308,1.2034,1301
uztcyk,409,1.20341,933
cecvr,1121,1.20342,9103
pyeqioslwe,26032,1.20343,4841
xtqdbzjxpgbqv,20231,1.20344,9376
jiarmszavx,3201,1.20345,7705
lopwxepcer,2822,1.20346,4686
eqcu,26411,1.20347,864
twer,1837,1.20348,6772
mzqiymcoclgg,26661,1.20349,6884
tyoaxfucrxqwb,17739,1.2035,2268
pmjucbddrdbr,12281,1.20351,3325
rffshtjish,2585,1.20352,4831
khkkebtrig,25796,1.20353,5938
byjcybck,6932,1.20354,6334
jakiaizpp,7436,1.20355,6515
icrxkhwxbj,6186,1.20356,1327
cfrxvckkqsvx,12640,1.20357,2723
juaxvbirni,13766,1.20358,7074
sbmmogr,26886,1.20359,1076
aszto,7400,1.2036,2014
jlrlnhcdtkks,5563,1.20361,5969
cycsvxkdkpku,7309,1.20362,9620
qztga,8055,1.20363,6750
pfevw,13424,1.20364,5208
wlixxccqg,20691,1.20365,4220
jihufzjmsb,7992,1.20366,4858
cmzmgggihsm,5159,1.20367,1189
szyktl,5455,1.20368,9898
sfnankd,25985,1.20369,3401
ahvqtauojtt,23370,1.2037,78
hnnsyujj,17044,1.20371,7322
nojjsbdnxxvjgy,2622,1.20372,6715
hkimatgine,27411,1.20373,1698
rufdyhagn,4707,1.20374,1685
modg,32100,1.20375,2497
ebbdtufrikik,4751,1.20376,2648
dabgk,29461,1.20377,6629
ecjfmqiasgqe,25220,1.20378,7205
zrrhsxhnf,16878,1.20379,1674
rcfbovzqmn,28434,1.2038,5533
dzbt,28590,1.20381,6567
ywqk,32546,1.20382,5961
agkmxrd,9378,1.20383,9117
fbgqldlhcdl,28639,1.20384,7023
njsttohr,20754,1.20385,4233
hnmjvlhf,11268,1.20386,7114
clnohn,16941,1.20387,7243
eldndsbunclymj,28345,1.20388,2548
kbzybhnqal,25412,1.20389,7210
vpzmqceebmm,24924,1.2039,4495
yigpiykdyqglg,16797,1.20391,6650
gsajjhdsfje,21442,1.20392,3655
yvdqxqsfrycnq,2592,1.20393,424
iczkgibkuqaze,21811,1.20394,7704
wxnzfdisvxtn,10617,1.20395,2247
gtuwwaiph,23632,1.20396,8882
wqrtaaaokhq,23166,1.20397,3592
iyeszmxefxv,16230,1.20398,8839
qlytdlfrn,19769,1.20399,7392
nhaurqenifmnv,14621,1.204,9102
yhuj,14212,1.20401,1414
fvrqeajynocugt,5307,1.20402,660
txzufhvtdonjfy,9880,1.20403,2673
wsivvfdyg,4348,1.20404,1311
euimyqj,32737,1.20405,6738
yquktvagvw,3950,1.20406,3471
wznec,17151,1.20407,749
vpfxuzyeoz,25555,1.20408,8297
khjafwi,28375,1.20409,436
aiqthacmyzuwq,24744,1.2041,6390
xgznxukriex,25123,1.20411,6903
qkybnvqqfvud,14599,1.20412,1427
tsssfasmjxiigz,30270,1.20413,6642
fuyjpcmcqlxum,29119,1.20414,1030
exxyfycibfkjxj,10085,1.20415,3056
vlpink,29103,1.20416,2139
bdfmgl,22497,1.20417,9669
xtcji,32706,1.20418,1659
slcim,11998,1.20419,2790
rbbuxd,28440,1.2042,8357
yckaatzcxfzm,5111,1.20421,3900
jkdcoi,28184,1.20422,6710
tqeok,2514,1.20423,5918
krbjnunewnwlir,15069,1.20424,6560
fkcmbzov,14215,1.20425,513
jidcnnej,9937,1.20426,9755
bbvgxvfjioq,13542,1.20427,2731
lslrueoudaeinh,30423,1.20428,5942
ivmrcxqgfdxpzv,29924,1.20429,1664
cxbxssrqagor,12541,1.2043,5606
bpgoubmvcrfrrd,9116,1.20431,2455
zpulzie,23486,1.20432,8956
uojxqtjdjfpxbf,10355,1.20433,5191
vclvrylr,9311,1.20434,3658
csqlqlwanc,4576,1.20435,9326
wqwqqnztgir,20801,1.20436,4591
auwfqsxq,11477,1.20437,977
uqgqobwt,23539,1.20438,1377
vyshseghx,21677,1.20439,9538
pnwt,19213,1.2044,8720
vhfzm,11664,1.20441,6613
sivfuuwsj,20463,1.20442,6599
dkisi,21690,1.20443,9444
gpfxsvzc,898,1.20444,2291
eigxjhrhx,8379,1.20445,5805
teqksxkkeya,13557,1.20446,1477
zjrh,3710,1.20447,2280
bepeiiojhnwvw,4098,1.20448,5479
inwlvlzb,14972,1.20449,6543
yblzoucuncnh,11194,1.2045,303
anoyuhjwgkjv,27382,1.20451,9827
cjphlk,6769,1.20452,9853
cyruhdbgcab,8645,1.20453,4875
mymghwiebyp,30595,1.20454,976
onhxpszckkgn,26561,1.20455,2903
dojmuciavfu,17836,1.20456,7921
glkuxygbvvxg,9307,1.20457,9833
cvcgrk,20257,1.20458,1668
zqlfxwdkfdssw,14927,1.20459,9203
jcveqcru,8918,1.2046,3783
weochyiuhi,24188,1.20461,7816
jiqovdpo,3440,1.20462,1008
cncgmmbi,30734,1.20463,1718
mfjlyhdbcvcyk,18975,1.20464,8808
fbaqquc,24471,1.20465,2030
dhsz,512,1.20466,1150
nbffqkyfcxl,24818,1.20467,9975
laznztzok,27711,1.20468,8625
izruhnxobpun,30671,1.20469,9470
hwpqycsrdzbt,18048,1.2047,8696
awykzqowoyel,4878,1.20471,3498
xcxam,11321,1.20472,8861
aeeclqzlftlcsp,440,1.20473,8241
ssqx,13127,1.20474,6203
nsqnis,7819,1.20475,3194
fqjj,3302,1.20476,6195
czylqnlbdjbb,5894,1.20477,1106
doiyylafo,2561,1.20478,1844
irehncethdhz,28107,1.20479,1317
zoskpeblb,21819,1.2048,5584
ulssypjifjn,29058,1.20481,7254
razwytatcaet,9939,1.20482,505
joluaw,5658,1.20483,6003
hzti,1389,1.20484,142
ednazxyb,23783,1.20485,602
vvztd,15259,1.20486,7138
yzekimjz,13201,1.20487,7265
mhynumomyatd,14030,1.20488,1821
xtdxgnhv,30890,1.20489,2679
rrnvcdqerrtgoh,7568,1.2049,1346
fdqgun,13168,1.20491,5730
ybpbueudjeyw,7884,1.20492,3801
nffwzuhopxbnl,26713,1.20493,8799
mahbdboitfn,24585,1.20494,3574
yafcad,8718,1.20495,1054
dfmnesm,26275,1.20496,5062
haswrlusynrqmq,26931,1.20497,1030
ixpgrluer,5171,1.20498,9698
uuaqlzqxrq,1998,1.20499,6233
febfmtyzogcqi,24085,1.205,6909
qheauzdzib,32222,1.20501,4738
npxaaxgvvegs,11386,1.20502,8544
nziscjspwnw,10020,1.20503,1527
rvurrneuu,9780,1.20504,6864
vtzlmnv,10062,1.20505,5768
iezidoso,12136,1.20506,6511
jcecpxee,23604,1.20507,2825
jslvxuakvs,4013,1.20508,8817
jgrrnlcijac,26495,1.20509,4756
dywvs,6708,1.2051,5206
nurzyyfgewfzn,27508,1.20511,7175
bhauvjxpn,32705,1.20512,3100
pbcmoepl,24803,1.20513,2316
cemdse,4051,1.20514,6424
qacgcnligv,5901,1.20515,1391
aolovt,5669,1.20516,5232
nngmlhypxzxnl,9870,1.20517,1996
whvyih,30435,1.20518,3658
qfxajjqabwdey,10982,1.20519,4998
jrmijsrro,11449,1.2052,5081
ycnvmtarfkuaco,27074,1.20521,8436
zebyl,6425,1.20522,4002
pvrxmwhtzlrhcv,15920,1.20523,5050
jzsauurdriiw,18305,1.20524,8707
muvd,27633,1.20525,8912
kcozo,11156,1.20526,6723
ciwubkcsrb,17590,1.20527,6509
pkljd,11045,1.20528,3685
kzkihxryrgtq,30767,1.20529,889
pigzyrjpd,8942,1.2053,2693
fuklszoygobppx,16021,1.20531,863
ojhkgrokjcekec,13647,1.20532,5671
hhhnqoer,12517,1.20533,3753
gyvsrdpitvu,29613,1.20534,8474
hveywsewly,9051,1.20535,2255
xyqjbv,6196,1.20536,1189
xwqwdyssfcnja,7843,1.20537,8980
uebdbdjeb,15799,1.20538,4496
qgbasyxfqauon,13463,1.20539,9425
fgist,22878,1.2054,1232
wxwtgyp,3365,1.20541,5389
uznanumcdive,5934,1.20542,1101
kzdaxopbwll,4056,1.20543,7984
vkxjk,9513,1.20544,5894
nfcztfshn,8501,1.20545,2616
bavl,17938,1.20546,3502
zzjo,12347,1.20547,667
uyjzwuozo,2603,1.20548,187
grevcalgwge,27850,1.20549,8343
niadptnquyg,13497,1.2055,3282
xjoglvv,30100,1.20551,784
kjmeyjaeoncn,10876,1.20552,5904
shkxews,1222,1.20553,2153
bign,19244,1.20554,5975
yxrreyuyenh,19708,1.20555,1588
ytws,4853,1.20556,4159
gjhnndqof,8506,1.20557,4653
bayrslkqgmwv,25658,1.20558,4665
ohymtcss,7974,1.20559,4506
eaqeqphtvbar,28341,1.2056,7015
mzwqlei,12903,1.20561,2910
uibzpmujh,27976,1.20562,3024
nkqthgpu,30751,1.20563,7430
hihzkppbsfecbt,16033,1.20564,6378
rgxya,12487,1.20565,323
gzvekvv,9142,1.20566,2104
dxphyrr,32587,1.20567,6443
wuxgapnl,13797,1.20568,8222
rxwponhkxiuoy,12829,1.20569,5082
dbqqvyntyame,23602,1.2057,1623
qxeja,27085,1.20571,3782
nliaqlpz,26890,1.20572,279
sxfqddzjklbf,28576,1.20573,3145
rbowfjmpbrvzj,4033,1.20574,5489
wryxpyt,9298,1.20575,4370
jlyrbsd,12840,1.20576,9556
glsgnktr,21068,1.20577,8222
jfrhacxylrcs,31991,1.20578,21
hodrwrczvtabrw,25192,1.20579,4186
mkvtvwwhiobkp,10354,1.2058,4312
gzusninbbs,22548,1.20581,96
lqptuxbfdeqrx,25655,1.20582,6305
icegcozselda,12981,1.20583,1933
vxhuszixfbndz,16532,1.20584,7394
sekdi,26062,1.20585,21
lyxpp,26633,1.20586,8826
rstndcsxfpeu,1150,1.20587,6267
oylxu,25121,1.20588,3434
ipiyys,9068,1.20589,4217
ojomtkmeym,19768,1.2059,3167
tjnziglao,137,1.20591,8891
vgqpgytoth,26977,1.20592,2163
mgxsthbh,13923,1.20593,4629
coruujkvnk,20513,1.20594,4318
evqphdjyblhmu,10178,1.20595,8715
tywxxi,24035,1.20596,5287
zgqfqtlonq,10160,1.20597,8220
vxbujjer,2472,1.20598,2239
rgcqekvy,32580,1.20599,2072
btlkcqct,36,1.206,7756
rtdkxj,16593,1.20601,3012
twytaoitrwq,18130,1.20602,6679
xzdzdhqzmzfidd,12351,1.20603,5606
rddnjduxj,25674,1.20604,6926
wxysxxoutzrlpr,24011,1.20605,5849
lenad,20998,1.20606,2361
ujxiq,22275,1.20607,6307
nssxqz,30460,1.20608,2272
bnydv,6248,1.20609,3610
fwsduylznhmkxu,23359,1.2061,4706
ejotv,27805,1.20611,7515
lvdscwacljvj,32479,1.20612,6488
oigwffkfoq,22963,1.20613,3496
iimdpipt,20947,1.20614,5523
dldfydrgnccjsz,5064,1.20615,2744
qiiqrvte,7599,1.20616,4762
yupiyo,26116,1.20617,7254
aapavvplwe,24573,1.20618,3274
jbvcosfse,11393,1.20619,3212
gqgbzodq,21991,1.2062,8078
eyxidxif,15516,1.20621,2040
cuue,12479,1.20622,6120
mdwzswlpicsujv,13063,1.20623,1125
xaehsvub,15961,1.20624,6213
xkwqfjdd,21462,1.20625,5404
vdzedhzthgx,26815,1.20626,4560
tecjlsbsiap,29205,1.20627,843
jaawzdcbm,32192,1.20628,8875
nlem,9529,1.20629,5689
eqvzrrksfuyvht,5011,1.2063,8400
rujepah,17872,1.20631,4070
owbxjxph,11450,1.20632,6291
fcgei,7903,1.20633,2687
jidqopqs,20915,1.20634,4642
cbaqzo,19424,1.20635,4013
lfnqrxfodqr,9189,1.20636,4443
ndnyibr,10820,1.20637,4244
tstkubarmyfqhf,29248,1.20638,2566
hcwwcaxc,24683,1.20639,899
nqhiscjcjeqnyn,2959,1.2064,7202
qkercriknyof,22795,1.20641,1681
nfocyllibtnd,3470,1.20642,7375
lybnhvhfnxq,18071,1.20643,5171
xhgcwssnc,29334,1.20644,6040
fwban,20999,1.20645,6771
ajqhrxzowfx,17092,1.20646,9999
gwjucaxjvklsvx,20005,1.20647,5026
wxmnhkrbaz,14622,1.20648,7089
tsmutsw,3921,1.20649,5228
uuobsjjqzyjfxv,6716,1.2065,7302
vnoclwalissh,13991,1.20651,8670
bhhap,16364,1.20652,3174
pccmr,26718,1.20653,3590
rybweijk,2000,1.20654,846
jixywkjsstdqee,23488,1.20655,7991
ntsdd,29774,1.20656,6727
dnmx,3592,1.20657,8488
cyxqntl,12721,1.20658,4277
kdeeom,26301,1.20659,7532
aosmhnno,18238,1.2066,2111
zchbscsyvnlt,30303,1.20661,220
xrsieyqcjn,4695,1.20662,746
wtuvpey,29619,1.20663,4642
mihgsnebxg,30472,1.20664,8204
acvfdanowd,16227,1.20665,8628
pfkyuifbb,24690,1.20666,9273
come,21224,1.20667,8155
dcwnghihtlskni,8248,1.20668,7889
pblewwdryxcn,27193,1.20669,7753
xribwcnluuna,1138,1.2067,3262
sgefpe,13033,1.20671,354
ikpaashpjvengr,26167,1.20672,6228
uwwmrqmbxwamy,31381,1.20673,9736
kdwohspopfifl,21776,1.20674,4694
bpxrxhou,8194,1.20675,1821
wqjutgqhldujc,29572,1.20676,2506
rmxp,16400,1.20677,1104
orkopefhz,24260,1.20678,5342
aouxriav,10273,1.20679,2944
khvwrbekfmqby,19675,1.2068,111
tyyhvgyzro,30650,1.20681,2514
ubafpqhhsqx,8746,1.20682,3240
rwsdkn,4724,1.20683,1729
wnzvirbelyfsq,15120,1.20684,5877
lxkcrsr,29678,1.20685,5578
wcldeizyaicz,29290,1.20686,1129
tbudzuoi,28364,1.20687,461
abwpusvrp,2099,1.20688,5217
fjmsmsbp,31687,1.20689,1600
ctwzqgt,15770,1.2069,7740
qkuymnnxqmopws,23460,1.20691,4563
qsys,27314,1.20692,9370
ofyxyenvki,24967,1.20693,4480
rupfunsxud,31497,1.20694,3623
elfzafft,13682,1.20695,7235
louedegtte,3949,1.20696,4919
thxuozgbnr,3427,1.20697,3099
wnydprj,5585,1.20698,2405
qbfgnjznys,17854,1.20699,8723
iiliammbi,30809,1.207,5438
jekijecqdaae,15205,1.20701,5585
glxaig,16375,1.20702,8472
xmwhzdgrd,29877,1.20703,8304
aaqx,4237,1.20704,8815
nxoqbge,10462,1.20705,898
gmcyvlbrem,30093,1.20706,6115
zrerq,21383,1.20707,577
jitb,23587,1.20708,1065
havjpvt,32181,1.20709,8951
gahjuum,3992,1.2071,7011
hsdngrwpbhttk,8291,1.20711,1427
cjxhcmhwyc,28792,1.20712,2172
sjijpmuaroxs,929,1.20713,1531
pxzppctty,14391,1.20714,9147
hpsgwnysis,743,1.20715,4962
mqxnchros,23071,1.20716,3474
misptdnpb,6262,1.20717,1152
ngww,23029,1.20718,2886
xzzr,26918,1.20719,9126
dunhkgces,29916,1.2072,4227
yyuutrprnfyhjp,14611,1.20721,5422
fofkox,30735,1.20722,7856
usoyzhvkgclyo,1438,1.20723,3783
nvxgop,4777,1.20724,3948
urrnua,6239,1.20725,3432
zigmexlamj,9914,1.20726,7623
byzmeojqkv,5122,1.20727,6809
cablyfnf,12324,1.20728,6455
sngouuhrdfr,2367,1.20729,4098
